Accepted Product ID,Product Type,Method(s),Activity Definition,Brand,Model Number,Driver Brand (if declared article),Driver Model Number (if declared article),Lifetime in hours (if applicable) 	,Strip light length in meters (if applicable) ,Light output (lm) (if applicable) ,Accepted LCP/NLP Value,AS/NZS4234 version,Zone 3 System Size,Zone 3 Peak Load (MJ/day) ,Zone 3 Annual Energy Savings %,Zone 3 Bs (GJ/year) ,Zone 3 Be (GJ/year),Zone 3 HPelec (GJ/year),Zone 3 HPgas (GJ/year),Zone 3 RefElec (GJ/year),Zone 5 System Size ,Zone 5 Peak Load (MJ/day) ,Zone 5 Annual Energy Savings % ,Zone 5 Bs (GJ/year) ,Zone 5 Be (GJ/year),Zone 5 HPelec (GJ/year),Zone 5 HPgas (GJ/year),Zone 5 RefElec (GJ/year),No. of hot water tank(s) ,Tank Model Number ,Tank Size (L) ,Pre-heat tank model number(s),Finishing tank model number(s) ,Pre-heat tank volume (L) ,Finishing tank volume (L) ,Total system tank volume (L) ,Collector Type,Collector Model Number,No. of collectors,No. of  heat pump(s),Heat pump unit model number(s) ,Total heat pump thermal capacity (kW) ,System booster type ,Booster model number(s) ,Total thermal capacity (kW),System Type,Refrigerant type (GWP),Refrigerant charge (kg),AS/NZS 2712 Certificate Expiry,Limitations,Effective From,Effective To,Status
ACC0024392,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB665-16,,,,,,15.83,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-11-06,,Active
ACC0018665,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES8-4,,,,,,7.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018677,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-LP38-9,,,,,,9.11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-03,2020-08-06,Cancelled
ACC0024374,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC590-D6,,,,,,4.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-07-05,,Active
ACC0024390,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB1265-24,,,,,,23.62,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-11-06,,Active
ACC0018790,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1220-25,EMERALD PLANET,EP-TBDS-25-700,,,,24.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-19,,Active
ACC0018774,LED Lamp and Driver,Commercial Lighting,,EMERALD PLANET,EP-AGP66-24,Keg Power,KEDH030S0700NR79A9,,,,23.91,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-10-14,,Active
ACC0018758,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-LBR403-20,,,,,,18.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-06-25,,Active
ACC0018750,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-WT18-6,,,,,,18.08,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-07-29,,Active
ACC0018697,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EPU-DL-8546,EMERALD PLANET,EPU-DD-8706,,,,10.15,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-03-03,,Active
ACC0018745,LED Luminaires - Fixed Type,Commercial Lighting,,EMERALD PLANET,EP-LOS-18,,,,,,17.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-29,,Active
ACC0018786,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TS1220-25,EMERALD PLANET,EP-TBDS-25-700,,,,24.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018770,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-LB1220-25,,,,,,23.81,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-25,,Active
ACC0018754,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES665-18,EMERALD PLANET,EP-TBDS-25-350,,,,18.24,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-11-28,,Active
ACC0018741,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-S123-17,,,,,,16.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-03-19,,Active
ACC0018725,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-LBR40-15,,,,,,14.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-04-13,,Active
ACC0018709,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-BC11-3,,,,,,11.37,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018693,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EPX-A-9031,,,,,,9.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,2020-08-06,Cancelled
ACC0024340,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB600-14,,,,,,13.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,,Active
ACC0025732,LED Luminaires - Recessed,Commercial Lighting,,Emerald Planet,EP-VGG2-S66-15,,,54000.0,,,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19,,Active
ACC0024614,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-PL123-28,,,,,,28.12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024606,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1265-24,,,,,,23.62,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0018778,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNIG3-1220-25,,,,,,24.22,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-03,,Active
ACC0018701,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-BC11-D3,,,,,,10.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0024336,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB1200-25,,,,,,24.78,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,,Active
ACC0018669,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-LB600-8,BOKE,BK-PLL022-0250,,,,8.16,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-17,,Active
ACC0025766,LED Luminaires - Recessed,Commercial Lighting,,Emerald Planet,EP-VGG3-123-25,LIFUD,LF-GIF030YS0650H,60000.0,,,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-21,,Active
ACC0018717,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-T1220-15,EMERALD PLANET,EP-TBD-15-260,,,,14.54,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-03-02,,Active
ACC0018762,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNIG2-TES665-18,,,,,,18.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-17,,Active
ACC0024394,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC570-D4,,,,,,4.97,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-11-06,,Active
ACC0018733,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-S66-15,,,,,,15.23,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-06-24,,Active
ACC0018749,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PCRSL-186,AGT,AGT-I752-0500,,,,18.06,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-02-02,,Active
ACC0018685,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EPX-A-9000,,,,,,9.72,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,2020-08-06,Cancelled
ACC0018766,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-LP38-22,,,,,,21.31,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-23,2020-08-06,Cancelled
ACC0018782,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PCRSL-246,,,,,,24.32,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-10-07,,Active
ACC0024338,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB1500-29,,,,,,28.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,,Active
ACC0024396,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC590-4,,,,,,4.66,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-11-06,,Active
ACC0024388,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-LB1220-18,,,,,,17.36,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-11-06,,Active
ACC0018653,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EPX-A-8904,,,,,,6.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,2020-08-06,Cancelled
ACC0018640,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PC70-3K,EMERALD PLANET,EP-PCD-6,,,,6.46,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-11-13,,Active
ACC0018673,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-HP-TD150-10,,,,,,8.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-03-02,,Active
ACC0018705,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-AES11-4,,,,,,10.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-09-22,,Active
ACC0018721,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1220-15,EMERALD PLANET,EP-TBDS-25-350,,,,14.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-11-28,,Active
ACC0018689,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-AG4-109,EMERALD PLANET,EP-AG-D10,,,,9.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2015-09-25,,Active
ACC0018737,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-LB665-16,,,,,,15.83,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-25,,Active
ACC0018592,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-SBC3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018608,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-GU10-530D,,,,,,4.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-05,2020-08-06,Cancelled
ACC0018624,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PC570-D3,,,,,,4.97,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-10-16,,Active
ACC0024861,LED Luminaires - Linear Lamp,HEER,E5,Emerald Planet,EP-UNIG3-1220-25,,,,,,24.22,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-14,,Active
ACC0024292,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES8-3,,,,,,7.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0025480,LED Luminaires - Linear Lamp,HEER,"E13, E5",Emerald Planet,EP-VG-4K19-123-25,Emerald Planet,EP-VG-25-650,60000.0,,,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-19,,Active
ACC0024316,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-SES5-D3,,,,,,4.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-05,2020-08-06,Cancelled
ACC0018623,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-LUNA-TD7090-5,,,,,,4.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-02-18,,Active
ACC0024286,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES11-D3,,,,,,10.89,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024278,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC5-3,,,,,,4.84,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0018639,LED Lamp Only - Extra Low Voltage,Commercial Lighting,,EMERALD PLANET,EP-MR16-3K,,,,,,6.35,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-06-17,,Active
ACC0024267,LED Lamp Only - 240V Self Ballasted,HEER,E1,Emerald Planet,EP-GU10-540D,,,,,,4.59,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,2020-08-06,Cancelled
ACC0024264,LED Lamp Only - 240V Self Ballasted,HEER,E1,Emerald Planet,EP-GU10-530,,,,,,4.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,2020-08-06,Cancelled
ACC0024310,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC5-D3,,,,,,4.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-04-05,2020-08-06,Cancelled
ACC0024318,LED Lamp Only - 240V Self Ballasted,HEER,E3,Emerald Planet,EP-LP38-22,,,,,,21.31,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-05-03,2020-08-06,Cancelled
ACC0018652,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-AES7-3,,,,,,6.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-06-04,,Active
ACC0018607,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-GU10-530,,,,,,4.73,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-05,2020-08-06,Cancelled
ACC0018591,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0024308,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EPX-A-9024,,,,,,9.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024300,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-SBC3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024302,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-SES3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024284,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES11-3,,,,,,11.37,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024276,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-BC3-3,,,,,,3.05,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0024265,LED Lamp Only - 240V Self Ballasted,HEER,E1,Emerald Planet,EP-GU10-530D,,,,,,4.77,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,2020-08-06,Cancelled
ACC0025836,LED Luminaires - Recessed,"Commercial Lighting, HEER",E1,Emerald Planet,EP-HP-TDS200-8,,,54000.0,,1091.0,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19,,Active
ACC0025837,LED Luminaires - Recessed,"Commercial Lighting, HEER",E1,Emerald Planet,EP-HP-TDS150-13,,,54000.0,,2045.0,12.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19,,Active
ACC0024294,LED Lamp Only - 240V Self Ballasted,HEER,E11,Emerald Planet,EP-ES8-D3,,,,,,7.63,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-13,2020-08-06,Cancelled
ACC0022780,LED Lamp and Driver,Commercial Lighting,,Emerald Planet,EP-PC90-4K,Emerald Planet,EP-PCD-9,,,,9.21,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-05,,Active
ACC0024617,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-PL66-28,,,,,,28.1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0024609,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-LB1500-36,,,,,,35.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-05-21,,Active
ACC0018732,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TS1220-15,EMERALD PLANET,EP-TBDS-25-350,,,,15.08,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-25,,Active
ACC0024322,LED Lamp and Driver,HEER,E1,Emerald Planet,EP-MR16KIT-3,Emerald Planet,EP-PCD-6,,,,6.55,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-12-01,,Active
ACC0018748,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-PCRSL-184,AGT,AGT-1752-0500,,,,18.06,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-02-02,,Active
ACC0018761,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-LP38-19,,,,,,18.7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-03,2020-08-06,Cancelled
ACC0024324,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC90-3K,Emerald Planet,EP-PCD-9,,,,8.76,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-12-01,,Active
ACC0024358,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC890-D3,,,,,,7.8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-14,,Active
ACC0018716,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-LB600-14,BOKE,BK-PLL022-0350,,,,13.53,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-11-17,,Active
ACC0018664,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-BC8-4,,,,,,7.94,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018680,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-TRI200-10,,,,,,9.54,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-01-29,,Active
ACC0024913,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-UNI-T1220-35,,,,,,34.23,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-06-22,,Active
ACC0024330,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EPU-DL-8546,Emerald Planet,EPU-DD-8706,,,,10.15,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-05-11,,Active
ACC0025731,LED Luminaires - Recessed,Commercial Lighting,,Emerald Planet,EP-VGG2-S123-15,,,54000.0,,,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19,,Active
ACC0024356,LED Luminaires - Recessed,HEER,E1,Emerald Planet,EP-PC590-3,,,,,,4.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2018-06-14,,Active
ACC0018789,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES1220-25,EMERALD PLANET,EP-TBDS-25-700,,,,24.71,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018773,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNIG2-TES1220-25,,,,,,23.88,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2020-08-10,,Active
ACC0018757,LED Luminaires - Emergency Lighting,Commercial Lighting,,EMERALD PLANET,EP-UNI-TES620-18,EMERALD PLANET,EP-TBDS-25-350,,,,18.31,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-09-19,,Active
ACC0018744,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-TS665-18,EMERALD PLANET,EP-TBDS-25-350,,,,17.4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0018696,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-VG-TS63-10,,,,,,9.98,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-03-19,,Active
ACC0018700,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES11-D4,,,,,,10.82,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018712,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EPX-A-9109,,,,,,11.99,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2016-08-15,2020-08-06,Cancelled
ACC0018684,LED Luminaires - Recessed,Commercial Lighting,,EMERALD PLANET,EP-TRI125-10,,,,,,9.65,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-23,,Active
ACC0018668,LED Lamp Only - 240V Self Ballasted,Commercial Lighting,,EMERALD PLANET,EP-ES8-3,,,,,,7.95,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2017-07-21,2020-08-06,Cancelled
ACC0018728,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNIG2-S1220-15,,,,,,14.96,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2021-09-03,,Active
ACC0018777,LED Luminaires - Linear Lamp,Commercial Lighting,,EMERALD PLANET,EP-UNI-T1220-25,EMERALD PLANET,EP-TBD-25-450,,,,24.13,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2019-07-10,,Active
ACC0024911,LED Luminaires - Linear Lamp,HEER,E13,Emerald Planet,EP-VGG2-123-25,,,,,,24.93,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,2022-05-27,,Active
